Phrase,Count
VLMs,1
temporally-aware data representations,1
analytical for large datasets,1
PhD program enrollment,1
controlled experiments,1
surveys,1
conducting mixed-method user research,1
human-AI teaming research methods,1
human-in-the-loop,1
PhD coursework completion by start date,1
with deep learning frameworks like PyTorch,1
implement AI solutions,1
related sfull stack web development with both frontend,1
communication of complex research findings to stakeholders.,1
ML for autonomous vehicles,1
semantic segmentation,1
application to eXplainable AI,1
video sequence understanding,1
publications in top venues of visualization,1
panoptic segmentation,1
real-time perception tasks,1
Agile teams in different locations,1
IT service management integrations,1
development at large scale,1
BS practices for telemetry,1
AI conferences RSS,1
research with publications from top robotics,1
i.e TensorFlow,1
3D Computer Vision,1
Physics-Based Simulation,1
C C++CUDA,1
main,1
Validation of Safety-Critical AI Systems,1
Verification,1
Simulation,1
Human-Robot Interaction,1
Scenario Generation,1
Self-Supervised Learning,1
Autonomous Vehicles,1
Sensors,1
Dynamics,1
Humanoid Robots,1
Embodied Agents,1
Kinematics,1
CORL,1
ICRA,1
Robot Control,1
deployment.,1
hybrid cloud security principles,1
extensive programming in Python,1
research in designing AI,1
scaling,1
large-scale deep learning,1
with artificial intelligence,1
with machine learning,1
Golang programming language,1
PhD Machine Learning,1
interpretability methods for neural models,1
Electrical,1
fluidity handling.,1
Mechanical Engineering,1
Robot Manipulation,1
rapid prototyping environment management,1
programming language theory,1
static code analysis,1
user interface design,1
dataset management tools.,1
annotation processes,1
multimodal sensing model development,1
signal processing techniques,1
GPT-3,1
In-depth language models,1
AI vendors,1
HPE and,1
NetApp,1
Dell,1
T5,1
IBM,1
AI with Nvidia,1
attention mechanisms,1
provide detailed documentation of standard methodologies,1
sexual harassment prevention,1
anti-discrimination policies,1
inclusive excellence,1
machine learning software platforms,1
published high quality papers in journals,1
AI-enhanced wireless systems,1
research s in machine learning,1
fine-tuning LLMs,1
deploying NLP models in production environments,1
similar architectures,1
fine-tuning LLMs using TensorFlow,1
learning from internal teams,1
Software design,1
expert audiences,1
publication record in AI ethics,1
MS degree,1
FAT*,1
AIES,1
BS MS business administration management business law contract law public policy urban studies economics statistical analysis finance accounting.,1
customers.,1
listening,1
Hugging Face Transformers,1
research in NLP,1
SQL other data manipulation platforms,1
R programming,1
Data wrangling,1
related areas,1
popular deep learning frameworks,1
on-premises infrastructure,1
deploying LLM models in cloud environments,1
few-shot learning in NLP applications,1
deep learning algorithms,1
HPC systems,1
vision-based image,1
preparing research reports,1
precision,1
recall,1
AUC,1
mentoring students,1
work on applied problems with stakeholders.,1
work on applied problems with stakeholders,1
problem-solving capabilities.,1
video processing techniques for sensing applications,1
hybrid models,1
teamwork .,1
object recognition,1
weakly supervised learning,1
Human in the loop approach,1
uncertainty detection,1
contrastive learning,1
in interaction,1
interviews,1
deep learning approaches,1
professional network establishment,1
preferred,1
Naïve Bayes,1
enthusiasm to learn new,1
text representation techniques,1
n-grams,1
advanced statistical technique to an atmospheric-science-related problem,1
large spatiotemporal data sets,1
bag of words,1
classification algorithms,1
collaborative filtering,1
Atmospheric Scienceatmospheric sciences,1
curriculum vitae preparation,1
SVM,1
national conferences.,1
NN,1
presentation at regional,1
Boosting Methods.,1
Collaborative filtering,1
content based recommendations,1
cover letter writing,1
Publication record in high-performance computing,1
scaling GPU-accelerated models in production,1
with deploying,1
novel AI algorithms development,1
turn research contributions into products,1
deep learning reinforcement learning techniques,1
implement cutting-edge ML techniques,1
Prototype,1
Compliance Engineer expertise,1
Medical Device Design environment,1
ISO 9000,1
GenAI features enablement.,1
UX design consideration,1
operations integration capability,1
challenges associated with transitioning a prototype into a final product.,1
legal considerations awareness,1
feature development understanding,1
decision theory,1
engineering team coordination skill,1
cross-functional collaboration ability,1
ML-powered detection systems expertise,1
track customer trends in AI application development,1
Azure ML,1
using ML toolkits,1
collaboration with interdisciplinary teams,1
adapting pre-trained LLMs for downstream tasks & human alignment,1
Identifying business needs for AI phone agents,1
RAG solutions,1
consultants,1
software engineers,1
business analysts,1
cross-functional team oversight,1
Agile project management,1
Designing market-ready voice agents.,1
Fine-tuning AI agents,1
Establishing oneself as an expert in AI solutions,1
real-world systems.,1
RealSense technologies,1
connections,1
Connecting with businesses,1
NLP fundamentals,1
Networking,1
Sales Acumen,1
hands on training LLMs,1
Marketing,1
cross-disciplinary approaches,1
Nash equilibria with 3,1
MTTI,1
integrating products with ML platforms,1
PM,1
Product Manager,1
traditional IT Observability space,1
ML either as a practitioner,1
diagnostic,1
work with virtual teams across the globe,1
execution.,1
project showing strategic thinking,1
AI hardware acceleration,1
work independently.,1
data-driven approach to decision making,1
cloud computing fundamentals,1
Minimum 3+ years working,1
stakeholder engagement.,1
performance metrics tracking,1
Previous Consulting,1
integrating observability tools with ServiceNow,1
Calculating system reliability metrics,1
MTTD,1
providing a comprehensive view through an organization’s observability platform,1
AI space,1
Working ML,1
in product management enterprise products,1
Familiarity on,1
marketing teams,1
more collaborative,1
working cross-functionally with design,1
technical developing applications using generative AI,1
adversarial players,1
theoretical principles for joint human-AI complex decision making under uncertainty,1
deception.,1
Engineering related,1
outputs generated by AI models,1
Technical Computer Science,1
A inclination towards taking initiative,1
challenges with MLOps tooling,1
customer workflows,1
pyTorch,1
CrewAI,1
Tracking metrics,1
performance issues,1
model fine-tuning,1
data integration tools,1
conversational AI platforms,1
business value alignment with organizational objectives.,1
testing implementing validating models,1
fit into broader literature,1
understand key results,1
general Risk Management concepts validation techniques used in model risk management,1
read an ML paper,1
analytical self-learn effectively challenge processes procedures,1
communicate document findings observations,1
risk issues for executive level reporting,1
NLP AI safety,1
interpret technical documents evaluate accuracy completeness,1
current advanced technologies,1
impacts of AI,1
synthetic behavior modeling,1
hands on with simulation technologies,1
related natural sciences,1
Thorough the principles of engineering,1
solution designs within the modeling,1
techniques for high-dimensional data,1
simulation industry,1
BS Mathematics Finance Statistics,1
supervisory letters,1
setting up,1
specifically working on the Gemma project.,1
architecting & implementing high-quality internal infrastructure,1
written verbal analytical organizational,1
able to work autonomously set priorities manage multiple tasks across various timelines,1
data processing pipelines,1
designing experiments relating to machine learning systems,1
trustworthiness analysis,1
reverse engineering expertise,1
work with neural networks,1
developing infrastructure,1
launching,1
Developing foundational AI models,1
picking up slack outside job description,1
fast-moving collaborative project management,1
contributing to empirical AI research projects,1
advanced applicable regulatory rules guidance,1
promptly with teammates.,1
relevant frameworks,1
debugging ML experiments,1
subject matter expert in MS&T concepts,1
high-performance computing clusters,1
deep learning frameworks PyTorch,1
Hugging Face Lambda Labs,1
Signal Processing,1
Vision Understanding techniques,1
nontechnical communication .,1
effective technical,1
Object Recognition,1
Action Recognition,1
Explainability,1
Interpretability methods for deep learning,1
cloud computing on AWS,1
Laboratory safety practices,1
Intel OpenVINO technology,1
read state-of-the-art technical academic articles,1
PhD preferred,1
relevant s,1
MS NLP,1
data science text processing,1
their deployments,1
Minimum 5 years of with NLP projects,1
Basic microbiological techniques,1
natural language generation,1
scaling ML analysis pipelines,1
Multimodal Representation Learning techniques at intersection of Speech,1
capabilities.,1
research literature,1
Multimodal dialog systems,1
managing machine learning workflows on cloud platforms.,1
Weakly supervised multimodal learning,1
gaming,1
Language Models,1
autonomous vehicles,1
solving research challenges relevant to practical applications in robotics,1
work as part of a team,1
state-of-the-art deep reinforcement learning approaches,1
deep learning library,1
C++ similar,1
Dialog Systems,1
implementation with object-oriented programming,1
machine learning engineering team,1
dialog management,1
with deep learning models using frameworks,1
onboarding process improvement,1
SLO,1
user scenarios,1
sociotechnical information systems,1
Oracle Cloud Infrastructure,1
feature development,1
groups,1
compromise,1
ML Fairness across large organizations with multiple teams,1
design review,1
approval,1
evangelism.,1
PHD Information Sciences,1
PHD Computer Science related,1
Leadership in Content Safety and,1
Legal,1
Adversarial Robustness,1
Availability,1
Integrity,1
Data Extraction,1
public health,1
Confidentiality,1
Model Extraction,1
network fabric,1
user understanding,1
roadmap implementation,1
releases,1
analytical problem solving debugging,1
Distinguished engineer level technical leadership,1
Observability products for Logs,1
Metrics,1
APM,1
BS MS PhD Bioinformatics,1
critical decision-making over multiple years,1
BS MS PhD Biomedical Engineering,1
Internet.,1
networking at protocol level,1
leading large teams with coherent vision,1
making compromises along the way,1
dedicated backbone infrastructure,1
architecture evolution,1
millions of servers,1
hundreds of thousands of network devices,1
global footprint,1
cloud-based networks,1
Prompt Stability,1
GenAI Security,1
technical concepts,1
Generative Misinformation,1
cloud computing services,1
incremental learning,1
machine learning strategies like lifelong learning,1
fine-tuning deep learning models at scale,1
Proficient coding with large language models,1
prototypes.,1
low & high-fidelity mockups,1
Visual Design,1
Wireframes,1
Scenarios,1
hardware-aware models design,1
kernel development for forward,1
UI concept to stakeholders,1
communicating the UX,1
Pitching,1
backward passes in CUDA,1
differentiation with technology enablers,1
business value for UX innovation,1
Identify new opportunities,1
integrating ML in experimental workflows,1
PhD-level Computer Science,1
Kineto,1
transformer-based model architectures,1
commitment to inclusive society.,1
Digressions,1
Hallucinations,1
Deliberative Misinformation,1
Content Safety,1
ML Fairness,1
related degree,1
analytical .,1
consumer products,1
Applied Mathematics.,1
Cutlass,1
developer,1
Collaborated with multiple teams to bring research into enterprise,1
deploying machine learning models in production,1
MS PhD Electrical Engineering,1
distributed training fundamentals,1
MS PhD Computer Architecture,1
profiling tools Nsight,1
hiring tech leads,1
events,1
RStudio,1
HALO,1
ownership,1
B2B SaaS industry,1
communicate effectivelyearly-stage startups,1
Staying at forefront of technology,1
Autonomous work ethic,1
Technical leadership acumen,1
Troubleshooting capabilities,1
automated remediation of issues improve scalability.,1
Minimum 5+ years working with monitoring,1
System understanding,1
Source code management tools,1
vulnerability management.,1
attacks,1
emerging threats,1
malware management,1
Pulumi,1
Cloud Formation,1
AWS Security Hub,1
AWS WAF,1
strategic priorities management,1
tooling to improve reliability of systems,1
experiment review,1
software designed for high concurrency,1
Product-Led Growth initiatives,1
UI details,1
high-quality visual,1
designing UX solutions built on the latest in AI technology,1
early career designers,1
mentoring junior,1
prioritization work effectively,1
SLI,1
sound decision-making,1
user behavior study,1
scalability availability,1
shaping them into goals,1
knack for figuring out ambiguous problems,1
handle complex projects with overlapping organizational lines,1
prototyping ideas,1
design simple solutions to complex user problems,1
UI for software,1
UX,1
Minimum 2+ years’ in lead engineer role.,1
Minimum 5+ years working,1
Minimum 2+ years’ in a lead engineer role.,1
CIS 20 Critical Security Controls,1
Understanding user for Observability solution use cases,1
IAM,1
C# .Net,1
NIST,1
developing features that fit into that arc,1
collaboration with other teams,1
SOX,1
compromises,1
CSA CCM,1
YAML.,1
implementation design review,1
OWASP,1
ISO27000 series,1
container strategies,1
evangelism of roadmap,1
public speaking at conferences,1
QuPath,1
Visiopharm,1
Amazon GuardDuty,1
Docker containers,1
memory management,1
Apache Kafka,1
systems design,1
high throughput services,1
low latency services,1
work independently in a globally distributed team,1
willingness,1
share with others.,1
Additionally,1
bonus points are mentioned for,1
cloud provider managed queues,1
expertise managing Kubernetes clusters,1
SLOs,1
Service Level Objectives,1
various cloud service providers,1
Elasticsearch,1
Kibana.,1
Grafanatelemetry,1
in data collection,1
automation processes,1
Human-in-the-loop approach,1
Manual processing KSA,1
query optimization,1
Algorithmic Solutions Design,1
Classification,1
MS Mechanical Engineering,1
working with ML models in productionLLM frameworks,1
10+ years of working,1
Masters BS Computer Science,1
architecting complex multitenant systems,1
scaling an enterprise engineering organization,1
coaching junior team members,1
deep infrastructure management,1
BS MS PhD in Computer Science,1
Development.,1
AI Engineering,1
Linux OS,1
Model Parallelism,1
Distributed AI Systems,1
Hardware Acceleration,1
AI Research,1
GAI,1
holistic end-to-end perspective,1
strategic thinking to connect customer use cases to technology solutions,1
customer-focused mindset,1
graphic design sensibilities.,1
UI,1
similar component-based libraries,1
regression machine learning models,1
cloud computing infrastructure,1
web applications using React,1
BS CS,1
principals,1
test engineering practices,1
BS STEM discipline,1
Bug reporting ability.,1
communicating,1
Test case designing,1
Complex system expertise,1
Software architecture design principles,1
embedded systems,1
Hardware,1
Comp Eng,1
applied AI.,1
Microsoft Azure,1
system SW development,1
distributed systems platforms,1
scalable infrastructure to support AI workloads,1
high-performance computing environments,1
GPU systems,1
MS PhD Electrical Engineering related,1
communicating with clients to satisfy their demands on the products,1
partnering with colleagues in developing large code bases,1
model production,1
object-oriented programming,1
graduate-level statistics for model building,1
Redux,1
ES6+,1
test procedures,1
on teams business results,1
verbal proficiency,1
Self-starter with navigate matrixed organization,1
work in a small team setting,1
remote locations management.,1
Fortune 500 companies,1
supply chain logistics,1
IoT Sensors,1
Performance testing,1
its products,1
working Salesforce,1
belief that technology can be a force for social,1
board-level engagement,1
response to questions,1
frequent CXO,1
10+ years business with current,1
a related technical degree required,1
interpersonal communication abilities,1
trusted AI,1
particularly in ethical,1
delivery of technology products,1
integrating these considerations into design,1
unintended consequences,1
potential harms,1
ethical frameworks,1
Engagement of clients,1
Exposure to advanced analytics tools,1
desire to apply those to make other engineers more productive,1
Generative AI space expertise,1
software engineering foundations,1
Flexible work arrangement management,1
Statistical,1
proficiency,1
Scripting languages,1
SQL querying language,1
Solution architecting,1
Workshop creation,1
Technical content development,1
Conference presentation,1
Industry event representation,1
deep insights into Databricks admin persona.,1
physics background,1
technical Computer Science,1
work across multiple teams,1
Heap,1
Google Analytics,1
product behavior analysis,1
Moderate willingness to travel,1
a bonus,1
coding languages,1
quantitative analytics,1
ML in forecasting,1
a plus,1
developing test plans,1
test reporting,1
guiding SRE teams to build secure Cloud Native applications.,1
synthetic data creation,1
user education,1
LLM Leaderboard,1
Comprehensive Model Cards,1
Lineage,1
Mode Registry,1
Model Monitoring Service,1
ML trends,1
AI Observability,1
explainability.,1
privacy requirements,1
security compliance,1
one programming language,1
trade-off evaluation,1
publication at top-ranked peer-reviewed conferences,1
generative AI technologies,1
effective REST design for scalable web services architecture,1
patterns for high Availability,1
Defensive coding practices,1
machine learning services they provide,1
associated automation patterns,1
Cloud computing platform,1
Performance,1
Disaster Recovery,1
High Availability,1
onboarding programs,1
prioritization of investments,1
effective web service design,1
PowerShell,1
Infrastructure as Code,1
supporting internal partners like research,1
continuous improvement,1
infrastructure reliability,1
Distributed systems at scale,1
infrastructure management.,1
security BS practices in software development,1
Windows,1
system administration in Linux,1
ELK,1
Data Dog,1
identity access management,1
launch planning,1
web services,1
orchestration across cloud environments,1
Podman,1
container technologies,1
delivery tools,1
LLM models in production at scale.,1
deploying ML,1
LLMOps and,1
Crossplane,1
innovation identification,1
ongoing support,1
Production systems design,1
CD toolchain,1
cross-functional support with Systems Engineering,1
Global Perspective,1
GED,1
High School Diploma and,1
Interpersonal Savvy,1
Drives Results,1
Communicates Effectively,1
Situational Adaptability,1
Cultivates Innovation,1
Collaborates,1
Self-Development,1
Nimble Learning,1
Manages Ambiguity,1
leadership for end-to-end development of new products.,1
ML ops lifecycle,1
subject matter expert in focus area of machine learning,1
for data analysis,1
shell scripts,1
make well-reasoned tradeoffs in designing features,1
communication with bias towards action,1
scalable backend APIs,1
#NAME?,1
web applications,1
methodical,1
organized,1
design engineering functions,1
3 6 years of relevant work,1
working with multiple leading ML models,1
Unix based environment,1
Vertex AI,1
preferable Git,1
Version control systems,1
Writing SQL queries against a relational database,1
scripting language,1
etc,1
Data Store,1
BigQuery,1
big data platforms,1
Effective data engineering practices,1
AutoML,1
BigQueryML,1
ML related components,1
tracking key metrics for ML performancedesign patterns to employ AI,1
cuDNN,1
GPU acceleration CUDA,1
Gensim,1
Libraries like Jupyter Notebooks,1
Machine Learning Tools,1
Training machine learning models with extremely large datasets,1
utilization,1
embeddings generation,1
autoencoders,1
Advanced machine learning techniques,1
Familiarity leveraging GenAI models,1
Deep responsible AI principles,1
consulting with development teams to build secure Cloud Native applications,1
awareness programs,1
product launches,1
B tests at scale,1
Running A,1
Analytical with define metrics for product areas,1
Proven record of launching products leveraging machine learning solutions,1
Google,1
leading public clouds,1
features,1
Salesforce products,1
statistical learning theory,1
ML streams,1
growth,1
deep driving novel customer s,1
AI technologiesproduct discovery,1
industry thought leadership in data science,1
customer,1
LLMs to enhance agent,1
leveraging GenAI capabilities,1
responsible data handling,1
topic modeling,1
drawing meaningful conclusions,1
EDA,1
Statistical methods for data analysis,1
Reporting,1
Impact analysis for Data Analytics,1
Dissecting test performance,1
feature development for personalized consumer s,1
Multi-ERP system environment,1
software development languages specific to your domain,1
Prior in leading software development efforts,1
Utilizing AI tools like Microsoft Copilots,1
Cosmos DB,1
SQL Server,1
NoSQL databases Oracle,1
Xamarin,1
Objective-C,1
iOS Swift and,1
AngularJS,1
.NET,1
Perl,1
cloud platforms – Azure,1
Creative problem-solving,1
Solaris,1
Operating Systems Windows,1
bug analysis,1
AI security architecture design guidance,1
tool creation,1
documentation maintenance,1
automation development,1
Gen AI.,1
Technical competence in deep learning,1
time zones,1
Operating in global environments across cultures,1
Enabling technologies,1
Key data management processes expertise,1
user interfacesAgile software development,1
data security,1
but they don’t specify what those are.,1
These phrases suggest that Pinterest is looking for candidates with a range of general,1
transferable from prior s,1
think through your relevant,1
s may complement the responsibilities of the role,1
consider how your,1
meetings.,1
facilitating workshops,1
working with cross-functional teams,1
strategic thinking with analytical mindset,1
data governance tools,1
data design,1
tech industry,1
written communication .,1
support AI Governance processes.,1
create visualizations to depict,1
design statistical methodologies,1
bias in predictive models,1
evaluation procedures for machine learning,1
outcomes data,1
health status,1
MS PHD data analysis,1
BS degree Actuarial credential,1
external stakeholders.,1
If you’d like to make an educated guess based on job requirements in related s,1
here’s a possible list,1
Operating models understanding,1
compliance strategies,1
Governance frameworks,1
Data strategy expertise,1
CIMP are desirable,1
Relevant certifications CDMP,1
Certifications,1
problem-solving with a focus on risk assessment,1
with presenting to executive leadership,1
written communication abilities,1
Exceptional verbal,1
drive organizational change,1
Proven lead cross-functional teams,1
global data protection regulations,1
Global data protection regulations,1
Regulatory,1
Reporting.,1
enabling technologies impact on Data Analytics,1
multi-ERP system environment,1
key data management processes,1
operating models,1
data strategy implementation,1
CIMP certification,1
CDMP,1
presentation to executive leadership,1
organizational change driving,1
designing conceptual data models & system architecture,1
Automated testing,1
architecting Cloud native applications.,1
roadmaps development,1
managing security incident responses,1
CPRA,1
US State privacy laws,1
deep with operationalizing data privacy,1
Certification,1
Certified International Privacy Professional,1
conception of new ideas,1
partnership with teammates,1
product vision development,1
Content creation,1
interpersonal communication,1
plans,1
BAAs,1
technical documentation creation,1
MLOps & MLSecOps,1
risk associated with socio-technical systems,1
ethical issues,1
cloud service providers,1
NIST PF & ISO 27701,1
Data Privacy Principles,1
bug-related engineering efforts,1
Lead User Acceptance Testing,1
third-party system integration,1
workflow configuration,1
negotiating DPAs,1
advising on regulatory impact,1
connector configuration,1
integrations with 3rd party software,1
control design,1
risk analysis,1
design reviews,1
Agile SDLC processes,1
authorization.,1
authentication,1
LLM security,1
Web services security,1
Application Security,1
emerging technologies related to security architectural solutions,1
current,1
Backend software architecture expertise,1
cloud computing service,1
security considerations in AI,1
data labeling tools,1
fine-tuning techniques for LLMs,1
well-rounded exposure to many topics in cybersecurity,1
open-ended problems without known solutions,1
regulatory matters.,1
litigation,1
handling law enforcement requests,1
safety issues,1
platform trust,1
IT Infrastructure,1
custom rule development,1
Lead in all Technology deployment activities,1
UI testing,1
Negotiation,1
Java Golanghardware utilization,1
architecture BS practices for data intensive scalable solutions,1
CSS3,1
CD implementation,1
complex pipelines writing using Python,1
cloud native services,1
Big Query,1
OLAP,1
Transactional,1
Web Services design,1
Collaboration .,1
deadlines,1
related discipline,1
Meeting critical project milestones,1
managing workload,1
Prioritizing,1
other Agile development environments,1
Kanban,1
Working with SCRUM,1
scalable applications,1
Initiative beyond pure implementation,1
solve engineering problems of increasing difficulty,1
Deeper programming languages,1
what makes software design,1
cost optimization,1
infrastructure orchestration,1
HW specification recommendation efforts,1
accounting,1
Lead in capacity planning,1
Acts as technical escalation point to assist other consultants,1
act as “point” for complex projects,1
solo deliver,1
technical machine learning,1
regulatory standard,1
standard compliance framework,1
security compliance role,1
Practical in governance,1
global news services Reuters,1
compliance professionals,1
tax,1
coding software,1
tools for legal,1
information-enabled software,1
industry-leading products,1
Observability engineering,1
GitHub presence with contribution,1
multicloud,1
solutions for infrastructure management,1
research of latest trends,1
organizational abilities,1
decision making,1
cloud technologies AWS GCP Azure,1
machine learning infrastructure like GPUs,1
TPUs,1
networking infrastructure like NCCL,1
Machine learning model development,1
atmospheric modeling,1
communications research,1
digital battle implementation,1
artificial reasoning systems,1
risk-aware learning,1
trade-off exploration,1
computational complexity analysis,1
Stochastic Optimization,1
Bayesian Sampling in Neural Network,1
Gaussian Processes for classification,1
uncertainty quantification for DNN,1
machine learning techniques.,1
information sciences,1
mitigationlarge spatiotemporal data sets,1
Atmospheric Science,1
working with cloud technology stacks,1
operate cross-functionally,1
frameworks like scikit-learn,1
Practical deploying machine learning models to production in a microservices cloud environment,1
MS relevant .,1
business intelligence platform,1
data analytics tools,1
product policy development,1
scaled evaluations,1
computing expertise.,1
research proposal writing,1
on-road data collection industry,1
Operational data enrichment,1
set the strategic vision for AI research,1
reinforcement learning generative models,1
advanced AI techniques,1
Extensive in machine learning,1
real-world applicability,1
Prioritizing research areas with high impact,1
directing AI research efforts,1
Strategic Vision,1
Research Strategy,1
Bias identification,1
Test set creation,1
Content detection,1
AI&ML,1
AI systems training,1
Video analysis,1
Game engines,1
Synthetic data generation,1
decision-making models for deep learning neural networks.,1
mesa optimization,1
reinforcement learning systems,1
Mathematical modeling,1
critical thinking.,1
inference making,1
Artificial Intelligence & Machine Learning,1
BS Social Science,1
autonomous Vehicle and,1
leading a high-impact AI research team,1
Test Automation,1
Regular stakeholder updates,1
Project planning session leadership,1
Hybrid work model effectiveness,1
company policies,1
Compliance with industry regulations,1
learning from project evaluations,1
Continuous improvement,1
Project documentation development,1
quality in project deliverables,1
manage project risks,1
GEN AI Testing exp.,1
advancements in AI technologies.,1
Budget management,1
Stay updated on industry trends,1
provide detailed reports on findings to stakeholders,1
Document test results,1
similar frameworks for handling large datasets,1
tools for effective data managementHadoop,1
C for developing testing scripts,1
analytical with in big data environments,1
model training methodologies,1
inclusive excellence of academic community.,1
community,1
professional leadership,1
Cross-functional team coordination,1
Financial target achievement,1
working Atlassian Jira basics,1
BS Degree preferred,1
software adaptation,1
procedure software testing emphasis,1
honesty,1
communication professional work environment with safety,1
typing proficiency,1
monitor software via laptop in a moving vehicle,1
enjoyment of driving for extended periods of time,1
criminal background checks,1
passing ten-panel drug screen,1
meet Latitude AI’s minimum driving record requirements,1
valid driver’s license,1
Associate,1
Technical issue resolution,1
GED equivalent with two years of employment required,1
High School Diploma,1
applications of AI & ML.,1
investments in technology,1
technology infrastructure,1
world-class talent,1
responsible for creating reliable AI systems,1
supporting AI software components,1
responsible for creating reliable AI systemsAI & ML applications,1
supporting AI components,1
Prompt Engineering et,1
Overseeing cutting-edge AI research initiatives,1
Collaborating with product teams to drive innovation,1
technical understanding systems design tradeoffs.,1
perform each duty proficiently,1
Quantization,1
BERT models,1
tuning Large language models,1
Setting up ML models in production,1
Chain-of-Thought,1
Advanced prompt engineering techniques like Tree-of-Thought,1
Instruction fine-tuning,1
Parameter-efficient fine-tuning,1
Large language models,1
abilities.,1
minimum levels of,1
transfer learning.,1
Ragas,1
data augmentation models,1
embedded programming is a big plus,1
CIR,1
CSI,1
ToF,1
RSSI,1
Solid wireless sensing techniques,1
cryptocurrency markets,1
blockchain technology,1
data aggregation,1
web developmentdata analysis,1
Eval frameworks,1
deep-learning frameworks,1
publication record in top venues of visualization,1
like Python,1
practical in machine learning,1
conducting verifications using image generation technologies,1
Ray distributed systems framework.solving problems,1
AWS CloudWatch,1
AI concepts,1
databases,1
web API frameworks,1
full stack development,1
backend development,1
service mesh technologies,1
orchestration technologies,1
ELK stack,1
ResNet,1
proven monitoring tools,1
public sector organizations,1
technical product deployment,1
PoV,1
proof of concepts,1
empathetic listener,1
infrastructure technologies,1
devops,1
ML Operations methodologies,1
computer vision problems,1
YOLO,1
graphical design.,1
full stack web development with both frontend,1
Promoting responsible,1
Leading cross-functional teams,1
work required,1
resilience,1
accountability in AI,1
implementing BS practices for transparency,1
industry compliance,1
comprehensive AI ethics,1
enrichment,1
SQLplatforms that support model management,1
AI initiatives,1
driving strategic alignment on data science,1
influencing stakeholders,1
retirement plan setup,1
information risk,1
education reimbursement program planning,1
family leave coordination,1
paid parental,1
flexible time off policy implementation,1
vision insurance management,1
dental insurance administration,1
health insurance navigation,1
company ownership through equity understanding,1
Competitive salary management,1
presenting research findings.,1
Publishing,1
total work preferred mixed in application development,1
assurance,1
Ph.D students in Computer Science,1
ML framework preferred,1
Recommender Systems.,1
Data Visualization Supervised,1
integrating AI models with software development life cycle,1
other data models,1
communication Microsoft Office,1
work in assigned Verizon office,1
Willingness to travel,1
participate in hybrid internship,1
Cloud Technologies preferred,1
with Generative AI,1
Working,1
Prior within the Risk Control space working with AI,1
advisory ly preferred,1
industry related frameworks,1
operating effectiveness of IT controls,1
understanding design,1
including cyber security related risks,1
monitoring IT risk management programs,1
defining,1
ISACA certifications preferred,1
CRISC,1
CISA,1
financial services industry is a plus,1
Communication must range from participation in detailed technical discussions to business-oriented presentations to working closely with senior managementthe securities,1
externally funded research,1
research program development,1
undergraduate teaching,1
Intellectually curious,1
RNN,1
i.e.,1
MS candidate in a relevant research area,1
machine learning concepts.,1
risks in technology development,1
analyze ethical considerations,1
project leadership with direct responsibility for leading projects from start to finish,1
Docs,1
Sheets,1
using Google Suite Slides,1
driven to make an impact on the business,1
Validated problem analysis,1
GRU,1
inclusion issues in AI development,1
addressing equity,1
Ethical Technology,1
Product Policy,1
AI Ethics,1
Trust,1
Human-Computer Interaction Ethics,1
Political Science,1
Informatics,1
Global Studies,1
Sociology,1
LSTM,1
GAN,1
publications in AI conferences,1
achieve results,1
Basic version control systems,1
open-source machine learning projects.,1
hardware acceleration approaches,1
model optimization techniques,1
CUDA programming,1
C++ programming for kernel development,1
Deep Learning fundamentals,1
Machine Learning fundamentals,1
implementing technical projectsHTML,1
managerObject Oriented programming,1
effectively communicate with team,1
Ensure accountability,1
attention models,1
Motivate people,1
be a team player,1
learn quickly in a dynamic environment,1
working towards a BS in Computer Science,1
Lua.,1
programming in Python,1
PhD MS candidate in relevant research area,1
Lua a similar language,1
computer vision reinforcement learning,1
Caffe Chainer,1
optimization methodsdeep learning libraries,1
working towards obtaining an undergraduate relevant s,1
open-source machine learning code contributions,1
interdisciplinary collaborations,1
strategic business advising,1
AI capabilities scaling,1
customer value maximization,1
product upselling,1
retention rates,1
account expansion,1
revenue growth,1
relationship management,1
consultative sales expertise,1
relationship across all customer levels,1
presentation confidence,1
solution creation,1
frontier AI system responsibility,1
Financial principles,1
advanced AI systems development safety considerations,1
tactical execution,1
market assessment,1
creative follow-up,1
quota exceeding,1
negotiating customized commercial agreements,1
technical stakeholder selling,1
complex sales cycles,1
consultative solutions-oriented sales approach,1
closing startup leads,1
Prospecting,1
ethical development of AI.,1
budgeting processes,1
shipping to production,1
flexible,1
agent systems,1
great communication,1
Jupyter,1
Numpy,1
Python scientific stack,1
large-language-models,1
medium sized datasets,1
wrangling small,1
testing machine learning models,1
Fluent prototyping AI solutions,1
thrives in fast-paced environments.,1
driven,1
financial analysis techniques,1
collaborator,1
critical thinker,1
biased for action,1
learner,1
editing abilities,1
innovative,1
self-motivated,1
prioritization.,1
data interpretation,1
financial modeling software,1
ERP systems,1
exposure to sprint planning,1
stand-ups,1
Agile practices,1
investigations,1
collaborative work with faculty across disciplines.,1
publication record,1
secure funding for research,1
research record,1
threat intelligence frameworks.,1
threat actor profiling,1
process building,1
coordinated inauthentic behavior patterns,1
influence operations,1
abusive user behavior detection,1
AI technology,1
technical analysis,1
IS,1
outstanding verbal communication,1
use a systematic approach to gain quick resolution under pressure,1
